epoch_s,price,volume,ma_fast,ma_medium,ma_slow,delta_ma_fast,delta_ma_medium,delta_ma_slow,forecast_fast,forecast_medium,forecast_slow
1075917720,113.539,89,113.52,113.51,113.55,0.006,0.001,-0.002,0.017,0.051,0.055
1075917780,113.554,55,113.54,113.51,113.54,0.011,0.004,-0.002,0.059,0.057,0.059
1075917840,113.559,290,113.55,113.52,113.54,0.012,0.005,-0.001,0.089,0.051,0.042
1075917900,113.556,1453,113.56,113.52,113.54,0.005,0.004,-0.001,0.084,0.045,0.021
1075917960,113.613,378,113.58,113.54,113.54,0.017,0.013,0.001,0.017,-0.022,-0.086
1075918020,113.648,224,113.61,113.55,113.55,0.026,0.013,0.002,0.008,-0.074,-0.177
1075918080,113.64,189,113.63,113.57,113.55,0.025,0.013,0.002,-0.006,-0.041,-0.038
1075918140,113.63,136,113.64,113.58,113.55,0.005,0.01,0.001,-0.04,-0.1,-0.11
1075918200,113.656,327,113.64,113.59,113.55,0.002,0.012,0.002,-0.045,-0.093,-0.131
1075918260,113.634,460,113.64,113.6,113.55,-0.002,0.01,0.002,-0.024,-0.08,-0.14
1075918320,113.59,253,113.63,113.61,113.55,-0.012,0.004,0.001,0.011,-0.055,-0.13
1075918380,113.611,312,113.61,113.61,113.56,-0.013,0.005,0.001,-0.02,-0.13,-0.191
1075918440,113.61,128,113.6,113.62,113.56,-0.007,0.004,0,-0.036,-0.099,-0.178
1075918500,113.601,152,113.61,113.62,113.56,0.003,0.004,0,-0.002,-0.103,-0.193
1075918560,113.591,56,113.6,113.62,113.56,-0.006,-0.002,0.001,-0.061,-0.1,-0.238
1075918620,113.574,88,113.59,113.61,113.56,-0.011,-0.007,0.001,-0.011,-0.057,-0.231
1075918680,113.599,7638,113.59,113.61,113.56,-0.001,-0.004,0.002,-0.045,-0.063,-0.234
1075918740,113.53,43,113.57,113.6,113.56,-0.018,-0.009,-0.001,0.005,-0.009,-0.153
1075918800,113.563,203,113.56,113.59,113.56,-0.003,-0.008,0.002,-0.082,-0.034,-0.179
1075918860,113.554,25,113.55,113.58,113.56,-0.013,-0.007,0.001,-0.043,-0.002,-0.174
1075918920,113.535,240,113.55,113.58,113.56,0.001,-0.005,0,-0.037,0.059,-0.176
1075918980,113.481,136,113.52,113.56,113.56,-0.024,-0.011,-0.001,0.01,0.132,-0.1
1075919040,113.511,107,113.51,113.55,113.56,-0.013,-0.009,0,0.006,0.09,-0.092
1075919100,113.498,57,113.5,113.54,113.56,-0.011,-0.009,-0,0.038,0.079,-0.071
1075919160,113.491,101,113.5,113.53,113.56,0.003,-0.009,0.001,0.03,0.036,-0.096
1075919220,113.517,388,113.5,113.53,113.56,0.002,-0.005,0.001,0.012,-0.046,-0.165
1075919280,113.536,40,113.51,113.52,113.57,0.011,-0.006,0.001,0.016,0.066,-0.231
1075919340,113.521,232,113.52,113.52,113.57,0.009,-0.001,0,0.073,-0.001,-0.282
1075919400,113.529,112,113.53,113.52,113.57,0.004,-0.003,0,0.084,-0.004,-0.257
1075919460,113.552,213,113.53,113.52,113.57,0.005,-0,0.001,0.049,-0.058,-0.265
1075919520,113.594,231,113.56,113.52,113.57,0.021,0.005,0.002,-0.017,-0.134,-0.329
1075919580,113.613,231,113.59,113.54,113.57,0.025,0.012,0.002,-0.086,-0.193,-0.374
1075919640,113.601,340,113.6,113.55,113.57,0.014,0.008,0.001,-0.13,-0.169,-0.628
1075919700,113.577,299,113.6,113.55,113.57,-0.005,0.007,0.001,0.025,-0.169,-0.616
1075919760,113.527,1142,113.57,113.56,113.57,-0.025,0.003,-0.003,-0.007,-0.174,-0.585
1075919820,113.471,245,113.53,113.55,113.56,-0.038,-0.004,-0.005,0.054,-0.128,-0.538
1075919880,113.602,793,113.53,113.56,113.56,0.007,0.006,-0.001,-0.108,-0.237,-0.604
1075919940,113.52,185,113.53,113.56,113.56,-0.002,-0,-0.003,-0.06,-0.143,-0.316
1075920000,113.525,67,113.55,113.56,113.56,0.016,-0,-0.004,-0.105,-0.141,-0.556
1075920060,113.494,119,113.51,113.55,113.55,-0.032,-0.005,-0.004,-0.062,-0.114,-0.58
1075920120,113.46,409,113.49,113.54,113.55,-0.018,-0.012,-0.004,-0.052,-0.101,-0.55
1075920180,113.42,376,113.46,113.52,113.54,-0.031,-0.017,-0.006,-0.067,-0.039,-0.398
1075920240,113.432,308,113.44,113.5,113.53,-0.018,-0.015,-0.005,-0.089,-0.013,-0.559
1075920300,113.408,246,113.42,113.49,113.53,-0.015,-0.015,-0.006,-0.043,0.019,-0.559
1075920360,113.353,680,113.4,113.47,113.52,-0.02,-0.015,-0.007,0.024,0.042,-0.5
1075920420,113.343,409,113.37,113.46,113.51,-0.026,-0.011,-0.007,0.041,0.009,-0.486
1075920480,113.365,8497,113.35,113.43,113.5,-0.013,-0.021,-0.007,0.015,-0.06,-0.481
1075920540,113.377,340,113.36,113.42,113.5,0.007,-0.013,-0.004,-0.018,-0.138,-0.409
1075920600,113.384,443,113.38,113.4,113.49,0.012,-0.012,-0.005,-0.003,-0.112,-0.38
1075920660,113.38,93,113.38,113.39,113.49,0.004,-0.01,-0.005,0.039,-0.093,-0.393
1075920720,113.359,84,113.37,113.38,113.48,-0.005,-0.009,-0.005,0.068,-0.094,-0.343
1075920780,113.381,91,113.37,113.38,113.48,-0.001,-0.003,-0.003,0.014,-0.142,-0.369
1075920840,113.419,207,113.39,113.38,113.47,0.011,-0.001,-0.003,-0.067,-0.446,-0.404
1075920900,113.427,129,113.41,113.38,113.47,0.02,0.002,-0.002,-0.122,-0.466,-0.464
1075920960,113.395,207,113.41,113.38,113.47,0.004,0.004,-0.003,-0.156,-0.453,-0.396
1075921020,113.352,438,113.39,113.38,113.46,-0.02,0.001,-0.005,-0.08,-0.419,-0.375
1075921080,113.305,545,113.35,113.38,113.46,-0.036,-0.005,-0.007,-0.018,-0.307,-0.388
1075921140,113.239,604,113.3,113.36,113.45,-0.046,-0.012,-0.008,0.026,-0.035,-0.296
1075921200,113.272,420,113.27,113.35,113.44,-0.024,-0.01,-0.008,-0.033,-0.303,-0.324
1075921260,113.287,758,113.27,113.34,113.43,-0.005,-0.008,-0.008,-0.314,-0.373,-0.337
1075921320,113.265,629,113.27,113.33,113.42,0.008,-0.008,-0.01,-0.304,-0.355,-0.292
1075921380,113.239,1259,113.26,113.32,113.41,-0.01,-0.013,-0.011,-0.297,-0.217,-0.194
1075921440,112.973,4250,113.16,113.28,113.39,-0.093,-0.039,-0.019,-0.04,-0.1,0.11
1075921500,112.961,9333,113.06,113.23,113.36,-0.09,-0.041,-0.018,0.037,-0.112,0.149
1075921560,112.942,3372,112.96,113.18,113.34,-0.088,-0.04,-0.017,0.262,-0.089,0.171
1075921620,112.933,1178,112.95,113.14,113.33,-0.012,-0.037,-0.016,0.036,-0.076,0.149
1075921680,112.998,2184,112.96,113.11,113.31,0.011,-0.027,-0.018,-0.084,-0.114,0.092
1075921740,113.204,1359,113.05,113.11,113.3,0.077,-0.003,-0.009,-0.294,-0.236,-0.187
1075921800,112.969,941,113.06,113.08,113.28,0.011,-0.027,-0.016,0.053,0.035,0.019
1075921860,112.914,889,113.03,113.04,113.26,-0.025,-0.033,-0.017,-0.041,0.073,0.05
1075921920,112.91,1557,112.93,113,113.24,-0.087,-0.031,-0.016,-0.061,0.106,0.047
1075921980,113.022,3064,112.95,112.98,113.23,0.016,-0.019,-0.012,-0.169,-0.01,-0.01
1075922040,112.873,1101,112.94,112.97,113.21,-0.012,-0.009,-0.017,-0.016,0.142,0.14
1075922100,112.849,3688,112.91,112.96,113.19,-0.018,-0.01,-0.017,0.035,0.114,0.15
1075922160,112.853,1029,112.86,112.95,113.17,-0.05,-0.008,-0.015,0.115,0.146,0.122
1075922220,112.857,1005,112.85,112.94,113.16,-0.005,-0.007,-0.014,0.147,0.12,0.139
1075922280,112.884,830,112.86,112.93,113.14,0.01,-0.01,-0.014,0.103,0.033,0.163
1075922340,112.968,1688,112.9,112.91,113.13,0.034,-0.021,-0.012,0.048,-0.025,0.08
1075922400,113.004,646,112.95,112.91,113.11,0.043,0.003,-0.011,0.008,-0.056,0.031
1075922460,112.987,4162,112.99,112.92,113.1,0.03,0.006,-0.012,0.028,-0.037,0.071
1075922520,113.016,263,113,112.93,113.09,0.014,0.009,-0.01,-0.053,-0.043,0.042
1075922580,113.012,538,113,112.93,113.08,0.002,-0.001,-0.011,-0.013,0.033,0.014
1075922640,113.015,1762,113.01,112.94,113.06,0.008,0.013,-0.012,-0.038,0.068,0.018
1075922700,112.963,371,113,112.96,113.05,-0.016,0.01,-0.014,-0.046,0.147,0.033
1075922760,112.999,446,112.99,112.97,113.04,-0.004,0.013,-0.012,-0.056,0.114,-0.031
1075922820,112.977,1030,112.98,112.98,113.02,-0.011,0.011,-0.011,-0.029,0.105,-0.003
1075922880,112.917,1518,112.96,112.99,113.01,-0.014,0.003,-0.011,0.033,0.173,0.038
1075922940,112.943,1056,112.95,112.98,113,-0.017,-0.002,-0.009,0.03,0.074,0.027
1075923000,112.948,1159,112.94,112.98,112.99,-0.009,-0.005,-0.01,0.097,0.04,0.003
1075923060,112.95,414,112.95,112.97,112.98,0.01,-0.003,-0.01,0.133,0.014,-0.014
1075923120,112.973,824,112.96,112.97,112.97,0.009,-0.004,-0.009,0.137,-0.016,0.018
1075923180,113.045,887,112.99,112.97,112.96,0.029,0.003,-0.006,0.068,-0.033,-0.07
1075923240,113.083,3884,113.03,112.98,112.97,0.039,0.006,0.003,-0.001,-0.07,-0.075
1075923300,113.11,1038,113.08,112.99,112.97,0.04,0.013,0.004,-0.02,-0.111,-0.021
1075923360,113.113,2003,113.1,113.01,112.98,0.02,0.01,0.005,-0.096,-0.138,-0.038
1075923420,113.082,426,113.1,113.02,112.98,-0,0.009,0.004,-0.094,-0.086,-0.029
1075923480,113.09,943,113.09,113.03,112.98,-0.006,0.015,0.003,-0.126,-0.043,-0.035
1075923540,113.017,1436,113.06,113.04,112.98,-0.028,0.007,-0.006,-0.06,0.031,0.032
1075923600,112.988,862,113.03,113.05,112.98,-0.028,0.004,0.001,0.024,0.047,0.177
1075923660,112.964,595,112.99,113.05,112.98,-0.037,0.001,0.001,0.049,0.094,0.204
1075923720,112.957,1372,112.97,113.04,112.98,-0.018,-0.001,0.001,0.042,0.101,0.171
1075923780,113.012,522,112.98,113.04,112.98,0.007,-0.003,-0,-0.037,0.014,0.313
1075923840,113.013,324,112.99,113.03,112.99,0.014,-0.006,0.004,-0.017,0.02,0.31
1075923900,112.999,185,113.01,113.02,112.99,0.012,-0.01,0.004,0.048,-0.003,0.311
1075923960,112.975,205,113,113.01,113,-0.011,-0.012,0.004,0.073,-0.007,0.281
1075924020,112.996,1258,112.99,113,113,-0.005,-0.008,0.004,0.039,-0.022,0.292
1075924080,113.047,777,113.01,113,113.01,0.014,-0.004,0.005,0.011,-0.092,0.247
1075924140,113.048,112,113.03,113,113.01,0.022,0.003,0.002,0.01,-0.078,0.21
1075924200,113.035,299,113.04,113,113.01,0.012,0.004,0.001,-0.009,-0.084,0.248
1075924260,113.058,363,113.05,113.01,113.01,0.003,0.008,0.002,-0.025,-0.122,0.222
1075924320,113.058,531,113.05,113.02,113.01,0.003,0.009,0.001,-0.062,-0.067,0.223
1075924380,113.026,907,113.05,113.03,113.01,-0.003,0.001,0,-0.058,-0.051,0.255
1075924440,113.033,1530,113.04,113.03,113.01,-0.007,0.002,0.001,-0.059,-0.025,0.223
1075924500,112.996,200,113.02,113.03,113.02,-0.018,-0,0.001,-0.041,0.093,0.226
1075924560,112.968,585,113,113.03,113.01,-0.017,-0.001,-0.001,0.002,0.107,0.303
1075924620,112.974,111,112.98,113.02,113.01,-0.017,-0.002,-0,-0.023,0.079,0.288
1075924680,112.955,211,112.97,113.02,113.02,-0.012,-0.008,0.001,-0.019,0.1,0.316
1075924740,112.97,407,112.97,113.01,113.02,0.001,-0.007,0.001,0.021,0.079,0.247
1075924800,112.951,1518,112.96,113,113.02,-0.007,-0.007,0,0.024,0.214,0.252
1075924860,112.936,838,112.95,112.99,113.02,-0.006,-0.011,-0,0.072,0.232,0.26
1075924920,112.991,385,112.96,112.98,113.02,0.006,-0.006,0.001,0.098,0.137,0.229
1075924980,112.975,202,112.97,112.97,113.01,0.007,-0.005,-0.002,0.1,0.35,0.242
1075925040,113.008,583,112.99,112.97,113.01,0.021,-0.002,-0.002,0.045,0.315,0.186
1075925100,113.089,485,113.02,112.98,113.01,0.029,0.008,-0.001,-0.034,0.221,0.082
1075925160,113.075,266,113.06,112.99,113.01,0.029,0.009,-0.001,-0.026,0.181,0.082
1075925220,113.053,268,113.07,113,113.01,0.013,0.007,-0.001,0.112,0.235,0.063
1075925280,113.055,2010,113.06,113.01,113.01,-0.01,0.009,-0.001,0.113,0.239,0.02
1075925340,113.049,1753,113.05,113.02,113.01,-0.008,0.007,0.001,0.079,0.209,0.061
1075925400,113.165,1550,113.09,113.04,113.01,0.033,0.019,0.005,0.16,0.118,0.005
1075925460,113.168,2721,113.13,113.06,113.02,0.033,0.021,0.006,0.155,0.112,-0.014
1075925520,113.128,6418,113.15,113.08,113.03,0.023,0.012,0.005,0.182,0.153,0.034
1075925580,113.325,1137,113.21,113.11,113.04,0.047,0.031,0.009,-0.069,-0.044,-0.16
1075925640,113.323,1904,113.26,113.14,113.05,0.046,0.028,0.009,-0.035,-0.067,-0.134
1075925700,113.31,792,113.32,113.17,113.06,0.054,0.02,0.009,-0.016,-0.088,-0.119
1075925760,113.256,659,113.3,113.18,113.07,-0.02,0.016,0.008,0.002,0.015,-0.097
1075925820,113.288,2069,113.28,113.21,113.08,-0.01,0.021,0.009,-0.005,-0.026,-0.182
1075925880,113.294,2216,113.28,113.23,113.09,-0.005,0.021,0.007,-0.014,-0.023,-0.172
1075925940,113.258,310,113.28,113.25,113.09,0.001,0.018,0.006,0.023,-0.041,-0.113
1075926000,113.283,677,113.28,113.26,113.1,-0.001,0.01,0.007,-0.002,-0.08,-0.096
1075926060,113.28,298,113.27,113.27,113.11,-0.004,0.01,0.007,-0.024,-0.084,-0.103
1075926120,113.281,82,113.28,113.29,113.12,0.007,0.014,0.007,-0.059,-0.061,-0.112
1075926180,113.281,284,113.28,113.29,113.12,-0.001,-0.004,0.008,-0.01,-0.064,-0.113
1075926240,113.256,705,113.27,113.28,113.13,-0.007,-0.006,0.007,0.006,-0.062,-0.124
1075926300,113.222,894,113.25,113.27,113.14,-0.017,-0.008,0.007,0.049,-0.051,-0.14
1075926360,113.271,499,113.25,113.27,113.15,-0.003,0.001,0.009,-0.054,-0.114,-0.191
1075926420,113.262,416,113.25,113.27,113.16,0.002,-0.002,0.008,-0.059,-0.146,-0.165
1075926480,113.271,167,113.27,113.27,113.17,0.014,-0.002,0.009,-0.075,-0.196,-0.178
1075926540,113.217,375,113.25,113.26,113.18,-0.016,-0.004,0.007,0.003,-0.107,-0.135
1075926600,113.203,647,113.23,113.25,113.19,-0.017,-0.007,0.007,0.014,-0.033,-0.157
1075926660,113.196,485,113.21,113.25,113.19,-0.022,-0.007,0.008,-0.002,-0.042,-0.164
1075926720,113.22,766,113.21,113.24,113.2,0.001,-0.005,0.007,-0.049,-0.058,-0.216
1075926780,113.217,866,113.21,113.23,113.21,0.004,-0.006,0.007,-0.06,-0.052,-0.273
1075926840,113.194,451,113.21,113.23,113.22,-0.001,-0.005,0.005,-0.078,-0.005,-0.069
1075926900,113.171,479,113.19,113.22,113.22,-0.014,-0.005,0.002,-0.096,0.02,-0.2
1075926960,113.157,676,113.17,113.21,113.22,-0.018,-0.01,0.002,-0.047,0.002,-0.228
1075927020,113.116,1109,113.15,113.2,113.22,-0.023,-0.013,0.002,0.054,-0.01,-0.15
1075927080,113.075,2454,113.12,113.18,113.22,-0.028,-0.017,0.001,0.079,0.047,-0.165
1075927140,113.11,354,113.1,113.17,113.23,-0.014,-0.009,0.002,0.052,0.035,-0.247
1075927200,113.17,938,113.12,113.16,113.23,0.016,-0.003,0,-0.005,0.017,-0.286
1075927260,113.154,396,113.14,113.16,113.23,0.023,-0.004,-0,0.035,0.023,-0.254
1075927320,113.162,165,113.16,113.15,113.23,0.015,-0.005,0.001,0.029,0.007,-0.258
1075927380,113.165,111,113.16,113.15,113.22,-0.001,-0.005,-0.005,-0.006,0.003,-0.262
1075927440,113.189,423,113.17,113.15,113.22,0.01,-0,-0.004,-0.083,-0.057,-0.291
1075993200,113.053,2598,113.09,113.08,113.14,-0.02,0.004,-0.001,0.187,-0.009,-0.009
1075993260,113.16,394,113.11,113.09,113.14,0.017,0.014,0,0.028,-0.119,-0.13
1075993320,113.211,542,113.14,113.11,113.15,0.032,0.015,0.002,-0.089,-0.224,-0.145
1075993380,113.24,1350,113.2,113.13,113.15,0.055,0.016,0.002,-0.141,-0.249,-0.112
1075993440,113.188,1168,113.21,113.14,113.15,0.008,0.012,-0.001,-0.082,-0.155,-0.093
1075993500,113.122,424,113.18,113.14,113.14,-0.026,-0,-0.003,-0.073,-0.037,-0.019
1075993560,113.099,432,113.14,113.14,113.14,-0.042,-0.001,-0.005,-0.083,-0.067,0.035
1075993620,113.106,674,113.11,113.14,113.13,-0.024,-0.001,-0.006,-0.062,0.026,0.029
1075993680,113.049,231,113.08,113.13,113.12,-0.022,-0.005,-0.007,-0.008,-0.025,0.125
1075993740,113.016,412,113.06,113.12,113.11,-0.024,-0.008,-0.007,-0.029,0.038,0.195
1075993800,113.044,1350,113.04,113.12,113.11,-0.018,-0.001,-0.004,-0.053,-0.019,0.127
1075993860,113.041,443,113.03,113.11,113.11,-0.002,-0.011,-0.003,-0.008,0.011,0.136
1075993920,112.987,895,113.02,113.09,113.1,-0.009,-0.02,-0.005,0.098,0.064,0.162
1075993980,112.991,1057,113.01,113.06,113.09,-0.016,-0.022,-0.006,0.041,0.044,0.151
1075994040,113.033,1322,113,113.05,113.09,-0.002,-0.014,-0.004,0.099,-0.005,0.128
1075994100,113.085,181,113.04,113.05,113.08,0.029,-0.003,-0.004,-0.061,-0.028,0.052
1075994160,113.032,1383,113.05,113.04,113.08,0.012,-0.006,-0.005,0.022,0.015,0.106
1075994220,113.132,1209,113.08,113.04,113.08,0.029,0.002,-0.001,-0.107,-0.084,-0.029
1075994280,113.024,507,113.06,113.04,113.08,-0.018,-0.002,0,0.028,-0.001,0.069
1075994340,113.054,210,113.07,113.04,113.08,0.006,0.003,0.002,-0.003,-0.058,0.048
1075994400,113.025,869,113.03,113.04,113.08,-0.032,-0.002,0,0.01,0.019,0.102
1075994460,113.052,452,113.04,113.04,113.08,0.008,0.001,0.001,-0.024,-0.022,0.043
1075994520,113.051,161,113.04,113.05,113.08,-0.001,0.006,0,0.006,0.015,0.048
1075994580,113.035,112,113.05,113.05,113.08,0.003,0.004,-0.001,0.012,0.093,0.051
1075994640,113.028,155,113.04,113.05,113.08,-0.007,-0,-0.001,0.02,0.067,0.04
1075994700,113.057,445,113.04,113.05,113.08,0.002,-0.002,-0.002,-0.034,0.046,0.035
1075994760,113.047,487,113.04,113.05,113.08,0.004,0.001,-0.002,-0.051,0.087,0.02
1075994820,113.048,682,113.05,113.04,113.07,0.006,-0.007,-0.002,-0.004,0.087,0.021
1075994880,113.023,314,113.04,113.04,113.07,-0.01,-0,-0.002,0.007,0.151,0.028
1075994940,112.996,444,113.02,113.04,113.07,-0.015,-0.005,-0.003,0.07,0.215,-0.017
1075995000,113.044,1154,113.02,113.04,113.07,-0.001,0.002,-0,0.084,0.127,-0.03
1075995060,113.03,221,113.02,113.04,113.06,0.002,-0.002,-0.004,0.065,0.147,-0.004
1075995120,113.066,370,113.05,113.04,113.06,0.021,0.001,-0.004,0.037,0.083,-0.048
1075995180,113.128,452,113.07,113.05,113.05,0.025,0.008,-0.003,0.006,0.014,-0.11
1075995240,113.095,241,113.1,113.05,113.05,0.019,0.006,-0.003,0.04,0.066,-0.081
1075995300,113.103,721,113.11,113.06,113.05,0.011,0.004,-0.001,0.071,0.034,-0.068
1075995360,113.134,633,113.11,113.07,113.05,0.002,0.008,0.001,0.077,0.004,-0.151
1075995420,113.135,1525,113.12,113.08,113.05,0.012,0.008,0.001,0.036,-0.032,-0.179
1075995480,113.174,804,113.15,113.09,113.06,0.021,0.013,0.004,0.003,-0.081,-0.253
1075995540,113.211,805,113.17,113.11,113.06,0.023,0.019,0.006,-0.062,-0.109,-0.286
1075995600,113.171,1029,113.19,113.12,113.07,0.011,0.011,0.004,-0.029,-0.044,-0.291
1075995660,113.177,648,113.19,113.14,113.07,0.001,0.013,0.004,-0.016,-0.082,-0.275
1075995720,113.149,1161,113.17,113.15,113.08,-0.018,0.007,0.005,-0.012,-0.05,-0.22
1075995780,113.142,3272,113.16,113.15,113.08,-0.009,0.001,0.004,-0.004,-0.056,-0.232
1075995840,113.161,273,113.15,113.16,113.09,-0.005,0.006,0.004,-0.058,-0.093,-0.251
1075995900,113.137,117,113.15,113.16,113.09,-0.004,0.003,0.002,-0.044,-0.045,-0.261
1075995960,113.138,116,113.15,113.16,113.09,-0.001,0,0.003,-0.036,-0.071,-0.293
1075996020,113.103,630,113.13,113.16,113.09,-0.017,-0.003,-0.001,0.024,-0.034,-0.294
1075996080,113.093,111,113.11,113.15,113.09,-0.013,-0.007,0.002,0.002,-0.042,-0.258
1075996140,113.102,398,113.1,113.14,113.1,-0.011,-0.01,0.001,-0.003,-0.123,-0.273
1075996200,113.127,46,113.11,113.13,113.1,0.007,-0.004,0.003,-0.041,-0.113,-0.277
1075996260,113.095,305,113.11,113.12,113.1,0.001,-0.007,0.001,-0.027,-0.069,-0.225
1075996320,113.099,187,113.11,113.12,113.1,-0.001,-0.004,0.001,-0.007,-0.081,-0.156
1075996380,113.086,157,113.09,113.11,113.1,-0.012,-0.005,0.002,-0.019,-0.068,-0.121
1075996440,113.068,270,113.08,113.1,113.1,-0.008,-0.008,0.001,0.001,-0.054,-0.135
1075996500,113.092,249,113.08,113.1,113.11,-0.002,-0.004,0.001,-0.041,-0.057,-0.15
1075996560,113.067,635,113.08,113.09,113.11,-0.006,-0.006,0.001,-0.088,-0.084,-0.101
1075996620,113.069,1943,113.08,113.09,113.11,0,-0.003,0.001,-0.055,-0.113,-0.12
1075996680,113.051,339,113.06,113.09,113.11,-0.012,-0.004,0.001,-0.025,-0.13,-0.093
1075996740,112.979,713,113.03,113.07,113.11,-0.026,-0.011,-0.001,0.039,-0.054,-0.058
1075996800,113.014,370,113.01,113.06,113.11,-0.016,-0.01,-0.001,0.004,-0.134,-0.094
1075996860,113.026,830,113.01,113.06,113.11,-0.007,-0.006,-0,-0.012,-0.124,-0.136
1075996920,113.018,154,113.02,113.05,113.1,0.012,-0.007,-0.001,0.017,-0.089,-0.108
1075996980,113.018,70,113.02,113.04,113.1,0.001,-0.006,-0.003,-0.035,-0.108,-0.075
1075997040,113.014,647,113.02,113.03,113.1,-0.004,-0.005,-0.002,-0.058,-0.104,-0.039
1075997100,113.035,448,113.02,113.03,113.1,0.005,-0.005,-0.002,-0.114,-0.159,-0.038
1075997160,112.983,547,113.01,113.02,113.09,-0.01,-0.007,-0.004,-0.058,-0.138,0.018
1075997220,112.956,665,112.99,113.01,113.09,-0.017,-0.01,-0.005,-0.076,-0.147,0.085
1075997280,112.921,3260,112.95,113,113.08,-0.034,-0.012,-0.007,-0.019,-0.086,0.119
1075997340,112.925,4342,112.93,112.99,113.07,-0.017,-0.005,-0.008,0.004,-0.096,0.119
1075997400,112.88,1504,112.91,112.98,113.06,-0.022,-0.012,-0.009,0.03,-0.03,0.176
1075997460,112.902,344,112.9,112.97,113.05,-0.006,-0.011,-0.008,0.008,-0.032,0.138
1075997520,112.929,793,112.9,112.96,113.04,0.001,-0.008,-0.006,-0.053,0.014,0.1
1075997580,112.91,397,112.91,112.95,113.03,0.009,-0.01,-0.007,-0.065,0.055,0.134
1075997640,112.91,721,112.92,112.94,113.02,0.002,-0.009,-0.007,-0.101,0.023,0.144
1075997700,112.876,1048,112.9,112.92,113.02,-0.016,-0.014,-0.008,-0.041,0.066,0.173
1075997760,112.845,3878,112.88,112.91,113.01,-0.019,-0.012,-0.009,-0.016,0.121,0.206
1075997820,112.809,4961,112.84,112.89,113,-0.03,-0.013,-0.009,0.041,0.14,0.231
1075997880,112.835,536,112.83,112.88,112.99,-0.012,-0.008,-0.008,0.035,0.123,0.176
1075997940,112.829,613,112.82,112.87,112.98,-0.005,-0.009,-0.008,0.114,0.092,0.175
1075998000,112.85,2498,112.84,112.87,112.97,0.012,-0.003,-0.008,0.115,0.07,0.157
1075998060,112.87,1860,112.85,112.87,112.96,0.01,-0.003,-0.007,0.063,0.02,0.121
1075998120,112.943,3757,112.89,112.87,112.96,0.034,0.001,-0.005,-0.001,-0.033,0.033
1075998180,112.965,287,112.93,112.87,112.95,0.034,0.005,-0.004,0.001,-0.022,-0.008
1075998240,112.933,235,112.95,112.88,112.95,0.019,0.002,-0.004,0.016,0.042,0.004
1075998300,112.942,361,112.95,112.88,112.94,-0,0.006,-0.004,0.016,0.055,-0.002
1075998360,112.966,418,112.95,112.89,112.94,0,0.011,-0.003,-0.045,0.035,-0.025
1075998420,112.949,551,112.95,112.91,112.94,0.005,0.012,-0.004,-0.029,0.092,-0.003
1075998480,112.958,303,112.96,112.92,112.93,0.005,0.011,-0.003,-0.068,0.082,-0.035
1075998540,112.921,243,112.94,112.93,112.93,-0.013,0.008,-0.002,-0.011,0.123,0.027
1075998600,112.92,305,112.93,112.94,112.93,-0.009,0.006,-0.003,0.023,0.136,0.029
1075998660,112.89,512,112.91,112.94,112.92,-0.02,0.002,-0.004,0.085,0.15,0.045
1075998720,112.91,339,112.91,112.94,112.92,-0.003,-0.003,-0.003,0.087,0.119,0.079
1075998780,112.943,211,112.91,112.93,112.92,0.007,-0.002,-0.002,0.058,0.101,0.051
1075998840,112.975,677,112.94,112.94,112.92,0.025,0.004,-0.001,0.066,0.079,-0.033
1075998900,112.997,580,112.97,112.94,112.91,0.026,0.005,-0.001,0.043,0.052,-0.074
1075998960,113.001,285,112.99,112.95,112.92,0.017,0.003,0.001,0.043,0.05,-0.099
1075999020,113.041,583,113.01,112.96,112.92,0.019,0.008,0.003,0.015,-0.001,-0.18
1075999080,113.04,273,113.03,112.96,112.92,0.013,0.007,0.004,0,-0.029,-0.158
1075999140,113.044,597,113.04,112.98,112.93,0.013,0.011,0.004,-0.015,-0.04,-0.165
1075999200,113.056,549,113.05,112.99,112.93,0.004,0.012,0.005,-0.012,-0.049,-0.119
1075999260,113.04,182,113.05,113,112.94,0,0.013,0.004,0.014,-0.049,-0.18
1075999320,113.029,63,113.04,113.02,112.94,-0.004,0.011,0.003,0.02,-0.053,-0.166
1075999380,113.044,783,113.04,113.03,112.94,-0.004,0.009,0.004,0.007,-0.087,-0.185
1075999440,113.054,218,113.04,113.03,112.95,0.004,0.007,0.004,-0.014,-0.117,-0.159
1075999500,113.049,93,113.05,113.04,112.95,0.006,0.005,0.005,-0.038,-0.109,-0.105
1075999560,113.051,758,113.05,113.04,112.96,0.002,0.004,0.006,-0.047,-0.11,-0.104
1075999620,113.04,335,113.05,113.04,112.97,-0.004,-0,0.007,-0.033,-0.094,-0.105
1075999680,113.011,279,113.03,113.04,112.98,-0.011,-0.003,0.005,-0.02,-0.088,-0.099
1075999740,113.004,116,113.02,113.04,112.98,-0.014,-0.004,0.005,-0.028,-0.056,-0.096
1075999800,113.007,236,113.01,113.03,112.99,-0.01,-0.004,0.005,-0.05,-0.058,-0.099
1075999860,112.991,360,113,113.03,112.99,-0.006,-0.004,0.004,-0.054,-0.056,-0.071
1075999920,112.976,117,112.99,113.02,112.99,-0.008,-0.005,0.001,-0.036,0.013,-0.061
1075999980,112.957,125,112.97,113.01,112.99,-0.015,-0.008,-0,-0.016,0.037,-0.036
